Data from Reflection_17-19-39-680.txt Node
Date: Mon Aug 31 17:19:39 CEST 2026
User: uni bonn
Spectrometer: FLMS14569
Trigger mode: 0
Integration Time (sec): 3.230000E-3
Scans to average: 1
Electric dark correction enabled: true
Nonlinearity correction enabled: false
Boxcar width: 0
XAxis mode: Wavelengths
Number of Pixels in Spectrum: 2048
>>>>>Begin Spectral Data<<<<<
188.453	26.498423E0
188.92	26.498423E0
189.388	26.498423E0
189.855	1.7287066E2
190.322	22.591362E0
190.789	1.8728324E2
191.256	1.5384615E2
191.723	6.5806452E2
192.19	33.287858E0
192.657	1.9705015E2
193.124	1.5804878E2
193.591	-2.1672727E2
194.058	1.9423503E2
194.525	-4.3934426E2
194.992	-5.8536585E0
195.458	40.310078E0
195.925	43.601896E0
196.392	59.106529E0
196.858	10.315186E0
197.325	4.2622951E2
197.791	3.3469388E2
198.258	24.581006E0
198.724	-59.305994E0
199.19	-99.726027E0
199.657	9.1706765E0
200.123	-2.5157233E0
200.589	-4.8031276E0
201.055	-5.0715746E0
201.521	4.2947057E0
201.987	10.149461E0
202.453	-4.3255549E0
202.919	2.4287716E0
203.385	10.04848E0
203.851	19.220927E0
204.317	21.518504E0
204.782	15.046555E0
205.248	3.5178479E0
205.714	33.095338E0
206.179	15.677814E0
206.645	-15.452323E0
207.11	6.7175573E0
207.576	1.7332691E0
208.041	25.531915E0
208.506	17.051232E0
208.972	20.95503E0
209.437	12.42236E0
209.902	-48.4457E-2
210.367	-32.432432E0
210.832	7.8620136E0
211.297	6.1196106E0
211.762	-24.223919E0
212.227	5.717102E0
212.692	-6.6382172E0
213.157	41.663487E0
213.622	24.054557E0
214.087	14.518674E0
214.551	-7.8958421E0
215.016	-25.040827E0
215.481	11.712796E0
215.945	42.200909E0
216.41	9.8403107E0
216.874	-28.395752E0
217.339	11.482353E0
217.803	27.455442E0
218.267	30.850712E0
218.732	21.935959E0
219.196	-9.9773243E0
219.66	-9.9680511E0
220.124	18.243498E0
220.588	13.496333E0
221.052	3.942029E0
221.516	-6.8311195E0
221.98	30.436462E0
222.444	16.066771E0
222.908	79.207921E-2
