Data from Reflection_12-29-01-392.txt Node
Date: Tue Sep 01 12:29:01 CEST 2026
User: uni bonn
Spectrometer: FLMS14569
Trigger mode: 0
Integration Time (sec): 3.250000E-3
Scans to average: 1
Electric dark correction enabled: true
Nonlinearity correction enabled: false
Boxcar width: 0
XAxis mode: Wavelengths
Number of Pixels in Spectrum: 2048
>>>>>Begin Spectral Data<<<<<
188.453	50.980392E0
188.92	50.980392E0
189.388	50.980392E0
189.855	26.989619E0
190.322	10.705882E2
190.789	96.296296E0
191.256	1.1840796E2
191.723	-26.804124E0
192.19	-43.902439E0
192.657	43.598616E0
193.124	2.137931E2
193.591	-26.285714E0
194.058	-1.04E2
194.525	24.124514E0
194.992	1.184466E2
195.458	1.5275591E2
195.925	1.0601093E2
196.392	36.065574E0
196.858	6.7804878E2
197.325	1.1485944E2
197.791	35.748792E0
198.258	1.654321E2
198.724	-6.3870968E2
199.19	25.391304E0
199.657	10.482615E0
200.123	16.101131E0
200.589	4.9764627E0
201.055	-12.14338E0
201.521	-9.7594502E0
201.987	31.446541E0
202.453	20.298977E0
202.919	4.3449638E0
203.385	35.889799E0
203.851	9.1419407E0
204.317	-6.8091845E0
204.782	-2.1505376E0
205.248	9.8081023E0
205.714	-8.2859464E0
206.179	1.3899614E0
206.645	18.288222E0
207.11	-6.8091845E0
207.576	19.531881E0
208.041	-8.5402185E0
208.506	15.557338E0
208.972	11.05318E0
209.437	11.965812E0
209.902	-8.7768441E0
210.367	-14.72937E0
210.832	-7.751938E0
211.297	6.6182405E0
211.762	1.4913007E0
212.227	-19.979818E0
212.692	9.7211155E0
213.157	16.216216E0
213.622	-7.7457795E0
214.087	22.805247E0
214.551	21.642364E0
215.016	16.488846E0
215.481	12.116444E0
215.945	26.995074E0
216.41	14.667817E0
216.874	36.828194E0
217.339	-11.969532E0
217.803	17.751479E0
218.267	9.5017381E0
218.732	2.020202E0
219.196	19.008936E0
219.66	15.557338E0
220.124	33.30333E0
220.588	21.80896E0
221.052	32.958306E0
221.516	20.37948E0
221.98	7.8740157E0
222.444	16.246954E-2
222.908	8.5552865E0
223.372	17.0347E0
223.836	-2.2750776E0
224.299	-1.6381236E0
224.763	29.513109E0
225.227	-22.103862E0
225.69	30.053394E0
226.154	20.763088E0
226.617	25.024248E0
227.08	12.810852E0
227.544	4.4365572E0
228.007	6.7089755E0
228.47	22.962113E-2
228.934	5.5430712E0
229.397	-2.1674877E0
229.86	21.722846E0
230.323	-49.710025E-2
230.786	6.0988433E0
231.249	5.5790363E0
231.712	25.219941E0
232.175	4.4538706E0
232.637	15.591915E0
233.1	19.441771E0
233.563	24.292237E0
234.026	5.7857701E0
234.488	30.4E0
234.951	2.1259199E0
235.413	12.666145E0
235.876	20.34588E-2
236.338	-9.2610837E0
236.8	2.0328382E0
237.263	4.9261084E0
237.725	3.8356164E0
238.187	-6.1122957E0
238.649	18.583257E0
239.112	18.181818E0
239.574	10.164191E0
240.036	11.987382E0
240.498	-46.97609E0
240.96	22.533023E0
241.421	7.5436983E0
241.883	-45.76659E-2
242.345	11.617516E0
242.807	21.289821E0
243.268	18.798587E0
243.73	10.044053E0
244.192	1.2391574E0
244.653	-23.483871E0
245.115	8.7700535E0
245.576	5.2968037E0
246.037	13.838863E0
246.499	21.477833E0
246.96	19.647355E0
247.421	22.962113E-2
247.883	3.6745407E0
